timestamp,high,volume,low,close,open
2017-08-19 10:00:00,291.44,405.40634027,286.70,287.00,290.27
2017-08-19 11:00:00,292.19,406.51415630,286.90,289.41,287.01
2017-08-19 12:00:00,291.27,494.77600658,285.00,286.50,290.09
2017-08-19 13:00:00,286.43,420.96058164,280.50,281.48,286.14
2017-08-19 14:00:00,292.21,432.96705770,280.46,292.16,281.47
2017-08-19 15:00:00,291.90,343.56440523,286.32,287.16,288.72
2017-08-19 16:00:00,290.15,288.28232283,282.25,282.25,287.14
2017-08-19 17:00:00,284.10,778.48964654,280.00,284.00,282.26
2017-08-19 18:00:00,286.10,125.80461709,281.00,284.00,285.00
2017-08-19 19:00:00,289.70,296.90677633,285.00,289.70,285.56
2017-08-19 20:00:00,291.90,60.67882565,289.70,290.25,289.70
2017-08-19 21:00:00,291.96,224.13561006,288.59,288.59,291.04
2017-08-19 22:00:00,290.59,45.57218991,287.96,290.59,289.27
2017-08-19 23:00:00,292.09,219.22667267,287.78,287.78,290.59
2017-08-20 00:00:00,292.10,66.31601896,289.65,291.06,289.99
2017-08-20 01:00:00,291.66,65.99026528,289.00,289.01,290.19
2017-08-20 02:00:00,290.15,51.00132156,286.00,286.00,289.00
2017-08-20 03:00:00,287.36,44.48027617,284.70,285.50,285.90
2017-08-20 04:00:00,290.40,431.07235551,285.50,287.85,285.50
2017-08-20 05:00:00,289.53,97.52702605,286.50,289.45,287.71
2017-08-20 06:00:00,289.56,86.02308531,287.51,287.51,289.45
2017-08-20 07:00:00,289.72,62.84302144,287.50,288.69,289.18
2017-08-20 08:00:00,290.69,173.23789757,288.46,290.69,288.46
2017-08-20 09:00:00,293.00,70.00271902,290.38,292.41,290.38
2017-08-20 10:00:00,292.21,139.21446044,290.66,292.03,291.89
2017-08-20 11:00:00,292.75,41.72266291,290.84,292.14,292.00
2017-08-20 12:00:00,294.18,269.71367395,290.68,292.29,292.93
2017-08-20 13:00:00,292.20,205.45265779,286.20,291.16,292.10
2017-08-20 14:00:00,292.89,47.43546443,289.17,292.69,291.18
2017-08-20 15:00:00,292.03,182.80540942,287.31,289.28,290.82
2017-08-20 16:00:00,291.42,60.05500265,288.00,290.00,289.05
2017-08-20 17:00:00,290.56,51.37603492,288.21,290.56,290.00
2017-08-20 18:00:00,291.43,158.38068955,287.85,290.77,290.00
2017-08-20 19:00:00,293.10,80.39016983,291.25,293.10,291.25
2017-08-20 20:00:00,293.10,35.41298382,291.62,291.78,293.10
2017-08-20 21:00:00,294.00,166.51654977,290.91,293.40,292.18
2017-08-20 22:00:00,293.35,98.93549116,290.29,291.63,293.35
2017-08-20 23:00:00,295.00,708.66580157,290.00,293.90,291.75
2017-08-21 00:00:00,294.07,34.32356569,292.33,294.06,293.44
2017-08-21 01:00:00,298.60,259.67644636,292.30,298.40,294.05
2017-08-21 02:00:00,298.39,122.15638529,294.65,296.75,297.26
2017-08-21 03:00:00,297.24,92.77042798,292.71,295.02,296.75
2017-08-21 04:00:00,296.40,18.78191568,293.78,296.09,294.68
2017-08-21 05:00:00,298.10,61.34438205,294.03,298.10,296.00
2017-08-21 06:00:00,300.50,420.75270900,297.36,300.50,297.60
2017-08-21 07:00:00,314.40,1179.31917163,300.49,314.40,300.50
2017-08-21 08:00:00,329.91,1614.15700896,312.55,320.50,313.51
2017-08-21 09:00:00,328.27,2688.57422814,315.00,325.08,317.03
2017-08-21 10:00:00,325.39,537.65962708,316.12,318.88,325.00
2017-08-21 11:00:00,322.78,429.36844519,316.90,317.00,319.75
2017-08-21 12:00:00,323.20,613.96343312,318.73,321.02,319.46
2017-08-21 13:00:00,332.97,992.65305604,321.78,330.02,321.78
2017-08-21 14:00:00,331.48,594.94520159,320.01,330.73,330.02
2017-08-21 15:00:00,353.00,1374.70221823,328.57,344.00,331.38
2017-08-21 16:00:00,345.37,6592.46868828,318.60,333.00,344.00
2017-08-21 17:00:00,337.70,499.40009544,327.80,333.00,333.02
2017-08-21 18:00:00,338.10,391.53960059,331.70,337.85,331.70
2017-08-21 19:00:00,341.49,2778.98129962,319.02,327.50,337.91
2017-08-21 20:00:00,335.30,865.65028969,324.80,325.60,327.62
2017-08-21 21:00:00,331.70,435.23154149,327.01,330.35,329.66
2017-08-21 22:00:00,331.08,680.75499583,320.50,322.13,330.12
2017-08-21 23:00:00,326.40,424.40159254,320.00,320.70,322.12
2017-08-22 00:00:00,326.20,623.46559357,317.33,317.36,323.92
2017-08-22 01:00:00,323.00,721.44788354,315.00,319.31,317.38
2017-08-22 02:00:00,328.80,703.85891289,315.30,323.73,319.37
2017-08-22 03:00:00,326.00,432.51500949,315.00,315.00,325.00
2017-08-22 04:00:00,317.97,631.42213292,314.80,315.88,315.01
2017-08-22 05:00:00,318.00,339.94580730,307.72,307.72,316.70
2017-08-22 06:00:00,309.82,1272.56621104,293.64,293.83,309.00
2017-08-22 07:00:00,306.17,2315.33539113,291.86,306.17,296.18
2017-08-22 08:00:00,312.10,876.83538244,300.50,304.50,305.56
2017-08-22 09:00:00,304.39,654.23022623,294.20,301.32,300.58
2017-08-22 10:00:00,302.90,377.23930635,296.80,301.08,301.00
2017-08-22 11:00:00,310.84,533.51560636,298.19,310.06,300.90
2017-08-22 12:00:00,311.07,166.48234350,305.98,309.84,310.06
2017-08-22 13:00:00,311.07,289.19495954,309.18,311.05,309.22
2017-08-22 14:00:00,311.06,349.83600032,304.92,310.51,310.26
2017-08-22 15:00:00,313.00,950.22556184,307.20,308.71,310.31
2017-08-22 16:00:00,309.24,280.00695428,305.00,306.67,308.26
2017-08-22 17:00:00,310.78,470.09971124,307.00,309.04,307.00
2017-08-22 18:00:00,321.99,1379.52288800,308.10,316.68,309.04
2017-08-22 19:00:00,323.00,981.27485191,312.11,316.61,315.38
2017-08-22 20:00:00,317.85,538.65518606,312.45,315.49,315.40
2017-08-22 21:00:00,320.50,762.58154017,310.00,310.00,315.93
2017-08-22 22:00:00,320.96,1284.35511644,307.44,313.33,310.00
2017-08-22 23:00:00,315.39,552.86949346,310.10,313.28,314.15
2017-08-23 00:00:00,318.08,287.48633583,310.45,315.92,313.29
2017-08-23 01:00:00,315.66,721.91036350,312.00,312.22,315.55
2017-08-23 02:00:00,314.93,179.13236949,312.00,314.02,313.43
2017-08-23 03:00:00,315.00,206.82649992,311.34,315.00,313.83
2017-08-23 04:00:00,317.47,405.99103210,312.21,315.55,314.42
2017-08-23 05:00:00,317.48,620.21707717,312.36,316.00,315.05
2017-08-23 06:00:00,324.68,1193.54047718,316.19,323.30,316.56
2017-08-23 07:00:00,322.89,534.24309258,315.83,318.99,321.27
2017-08-23 08:00:00,322.10,294.97263162,316.10,322.10,318.99
2017-08-23 09:00:00,321.99,293.08442295,318.37,320.55,321.83
2017-08-23 10:00:00,322.00,372.54643720,318.76,322.00,320.60
2017-08-23 11:00:00,324.30,470.67996497,320.02,323.35,322.00
2017-08-23 12:00:00,323.48,303.73310280,320.50,321.15,323.19
2017-08-23 13:00:00,323.07,491.03489872,320.25,320.25,321.14
2017-08-23 14:00:00,321.59,424.63793658,316.60,317.84,320.94
2017-08-23 15:00:00,318.52,508.55356071,315.12,316.06,318.01
2017-08-23 16:00:00,319.63,308.60993222,315.36,319.54,316.06
2017-08-23 17:00:00,319.74,281.02064604,317.07,318.46,319.30
2017-08-23 18:00:00,320.12,234.34916096,317.00,318.47,318.60
2017-08-23 19:00:00,320.00,521.64374226,317.00,318.99,318.48
2017-08-23 20:00:00,320.95,293.77015814,317.76,320.95,318.12
2017-08-23 21:00:00,320.99,770.59907355,312.00,316.00,320.90
2017-08-23 22:00:00,317.48,1133.47911860,312.00,316.74,316.00
2017-08-23 23:00:00,318.36,428.56783785,312.05,314.16,316.74
2017-08-24 00:00:00,317.00,578.46747215,313.00,314.57,315.09
2017-08-24 01:00:00,317.98,701.42095784,314.87,315.61,314.87
2017-08-24 02:00:00,316.34,264.17415115,313.20,315.90,315.61
2017-08-24 03:00:00,316.12,221.02725596,313.74,313.74,315.90
2017-08-24 04:00:00,316.05,106.63523355,313.82,313.90,315.04
2017-08-24 05:00:00,316.36,256.01553143,313.80,314.00,314.80
2017-08-24 06:00:00,316.84,133.07970384,312.40,316.58,314.00
2017-08-24 07:00:00,318.77,382.88561845,315.21,317.91,316.48
2017-08-24 08:00:00,318.50,230.22420058,315.50,315.72,317.83
2017-08-24 09:00:00,318.77,237.15298481,315.58,318.51,316.82
2017-08-24 10:00:00,320.00,127.19900263,317.15,319.47,318.31
2017-08-24 11:00:00,319.99,210.52872932,317.51,319.01,319.43
2017-08-24 12:00:00,319.86,101.93193748,318.10,318.79,319.01
2017-08-24 13:00:00,323.12,638.97322722,317.54,323.12,318.76
2017-08-24 14:00:00,327.49,771.35816415,322.62,323.11,322.99
2017-08-24 15:00:00,324.11,356.19885332,319.53,320.24,323.06
2017-08-24 16:00:00,325.00,584.52448953,318.00,322.01,320.30
2017-08-24 17:00:00,323.42,437.44822517,320.59,321.80,323.00
2017-08-24 18:00:00,323.00,985.03623839,318.50,321.17,322.56
2017-08-24 19:00:00,322.96,346.15382442,318.02,322.81,321.17
2017-08-24 20:00:00,323.78,462.34570472,321.38,323.74,322.62
2017-08-24 21:00:00,324.57,265.51274495,322.50,323.00,323.12
2017-08-24 22:00:00,323.06,225.63789856,321.00,321.18,323.00
2017-08-24 23:00:00,322.50,200.53639708,320.07,322.07,321.94
2017-08-25 00:00:00,326.00,450.28401424,320.87,323.74,322.07
2017-08-25 01:00:00,325.96,284.66342046,320.01,323.84,324.11
2017-08-25 02:00:00,325.87,89.26847410,322.24,323.74,323.85
2017-08-25 03:00:00,326.58,239.01005746,322.21,326.58,324.32
2017-08-25 04:00:00,330.00,778.41663413,324.76,329.02,325.69
2017-08-25 05:00:00,330.00,316.32775018,324.73,328.10,329.58
2017-08-25 06:00:00,330.90,233.35461567,327.75,330.88,328.12
2017-08-25 07:00:00,334.89,370.35966620,329.27,333.01,329.27
2017-08-25 08:00:00,334.12,280.50074046,330.00,331.90,333.12
2017-08-25 09:00:00,334.58,269.76562141,331.76,333.03,331.90
2017-08-25 10:00:00,334.90,321.86905182,331.35,334.10,332.76
2017-08-25 11:00:00,334.21,498.14528522,331.50,332.13,333.97
2017-08-25 12:00:00,332.60,290.02007850,330.30,332.60,331.86
2017-08-25 13:00:00,335.00,641.08069094,329.16,331.09,332.01
2017-08-25 14:00:00,332.90,794.30033932,329.85,332.60,331.09
2017-08-25 15:00:00,333.40,391.53969388,331.70,332.69,332.62
2017-08-25 16:00:00,333.59,259.87223349,331.03,333.00,333.12
2017-08-25 17:00:00,337.17,792.55303117,332.61,334.80,333.00
2017-08-25 18:00:00,337.22,474.80913071,334.01,336.90,334.66
2017-08-25 19:00:00,336.90,572.88241838,330.18,334.96,336.72
2017-08-25 20:00:00,335.32,354.56224810,333.99,335.00,334.92
2017-08-25 21:00:00,335.24,860.79575487,325.01,327.35,335.00
2017-08-25 22:00:00,330.01,292.33219807,326.04,329.52,328.89
2017-08-25 23:00:00,332.06,351.17526265,328.51,329.88,329.39
2017-08-26 00:00:00,331.00,171.17296730,328.50,329.64,330.56
2017-08-26 01:00:00,330.09,222.66814716,327.49,329.00,329.84
2017-08-26 02:00:00,330.62,211.74972379,328.53,330.62,329.55
2017-08-26 03:00:00,330.62,387.74552267,325.01,326.61,330.62
2017-08-26 04:00:00,329.12,364.33280845,324.56,326.30,326.62
2017-08-26 05:00:00,329.10,140.70690211,325.00,326.24,326.35
2017-08-26 06:00:00,327.19,179.78789884,325.02,325.51,325.16
2017-08-26 07:00:00,327.96,241.34257566,324.60,327.96,325.51
2017-08-26 08:00:00,327.96,91.66598724,325.15,327.96,327.45
2017-08-26 09:00:00,330.00,332.33042097,326.50,330.00,327.97
2017-08-26 10:00:00,331.75,474.40859560,329.38,330.80,330.00
2017-08-26 11:00:00,331.14,470.57731071,328.00,329.00,330.62
2017-08-26 12:00:00,330.91,710.16122084,328.60,329.97,329.24
2017-08-26 13:00:00,330.03,676.07225603,328.00,329.25,329.98
2017-08-26 14:00:00,329.99,299.36588462,325.89,327.36,329.13
2017-08-26 15:00:00,332.50,301.62120134,325.59,332.15,327.30
2017-08-26 16:00:00,335.12,787.65749664,331.00,331.50,332.35
2017-08-26 17:00:00,331.97,692.17615788,327.72,328.50,331.49
2017-08-26 18:00:00,329.98,497.16263529,327.49,329.50,328.89
2017-08-26 19:00:00,331.99,209.52968906,329.00,329.75,329.82
2017-08-26 20:00:00,330.82,124.40693613,329.50,330.00,329.75
2017-08-26 21:00:00,333.25,393.88483832,329.82,332.20,329.87
2017-08-26 22:00:00,333.40,196.97762641,331.41,332.45,332.77
2017-08-26 23:00:00,332.48,120.27192436,330.71,331.50,332.44
2017-08-27 00:00:00,332.07,109.98568243,330.78,331.95,331.50
2017-08-27 01:00:00,332.99,150.89012603,331.55,332.38,331.95
2017-08-27 02:00:00,336.00,421.70052311,332.38,335.00,332.42
2017-08-27 03:00:00,335.49,98.40623962,334.03,335.25,335.00
2017-08-27 04:00:00,335.78,126.62602278,333.73,334.12,335.13
2017-08-27 05:00:00,335.06,183.25801659,332.56,332.81,334.12
2017-08-27 06:00:00,334.89,102.09342110,332.56,334.02,332.58
2017-08-27 07:00:00,334.89,305.17308496,332.54,334.01,334.00
2017-08-27 08:00:00,336.33,1490.78981974,333.50,334.53,334.56
2017-08-27 09:00:00,335.10,190.35142063,333.68,334.21,334.52
2017-08-27 10:00:00,334.70,310.86389900,333.10,333.10,334.21
2017-08-27 11:00:00,335.00,184.95272856,333.02,335.00,333.11
2017-08-27 12:00:00,336.29,317.87468520,333.25,335.00,335.00
2017-08-27 13:00:00,336.13,246.78083032,334.02,334.91,334.99
2017-08-27 14:00:00,335.37,138.25815684,333.54,334.62,334.88
2017-08-27 15:00:00,335.85,175.26684188,334.14,335.00,335.12
2017-08-27 16:00:00,335.86,791.26731605,334.51,334.87,334.99
2017-08-27 17:00:00,336.62,379.16474223,334.35,336.06,334.88
2017-08-27 18:00:00,336.05,141.60836210,334.77,335.85,335.88
2017-08-27 19:00:00,340.00,667.50181279,335.77,339.99,335.77
2017-08-27 20:00:00,340.00,386.87775002,336.79,339.75,339.99
2017-08-27 21:00:00,341.25,314.47073403,339.00,340.86,339.80
2017-08-27 22:00:00,340.86,258.95284511,337.62,338.23,340.85
2017-08-27 23:00:00,341.74,142.59027262,337.78,341.74,338.60
2017-08-28 00:00:00,340.87,125.02124077,339.10,340.54,340.87
2017-08-28 01:00:00,347.55,616.12686098,340.13,347.55,340.61
2017-08-28 02:00:00,350.29,934.32278284,346.20,346.39,347.71
2017-08-28 03:00:00,348.70,956.92389806,341.55,345.54,346.50
2017-08-28 04:00:00,350.00,315.63394214,345.22,348.17,345.23
2017-08-28 05:00:00,348.94,268.98775076,345.00,345.00,348.15
2017-08-28 06:00:00,345.00,1130.31852878,335.42,340.09,345.00
2017-08-28 07:00:00,341.20,377.21846173,333.01,337.35,339.90
2017-08-28 08:00:00,339.95,173.43000298,336.88,339.61,337.28
2017-08-28 09:00:00,343.46,309.27255126,339.37,342.00,339.61
2017-08-28 10:00:00,342.31,314.78312694,339.69,340.21,341.83
2017-08-28 11:00:00,340.50,368.10802874,338.33,340.08,340.12
2017-08-28 12:00:00,341.98,380.47812381,338.00,341.98,339.97
2017-08-28 13:00:00,341.87,1556.59390470,339.55,340.06,341.87
2017-08-28 14:00:00,343.91,1365.35992788,339.12,343.83,340.06
2017-08-28 15:00:00,344.32,581.60969659,342.12,342.64,343.73
2017-08-28 16:00:00,344.52,364.49698369,342.00,344.14,342.60
2017-08-28 17:00:00,344.70,288.29254903,343.13,343.62,344.45
2017-08-28 18:00:00,343.85,891.91783743,341.16,343.29,343.61
2017-08-28 19:00:00,343.98,697.14276421,341.40,342.99,343.12
2017-08-28 20:00:00,344.68,839.09389514,339.50,344.54,342.92
2017-08-28 21:00:00,345.00,181.12629197,343.50,344.62,343.94
2017-08-28 22:00:00,344.66,374.09749413,342.76,344.35,344.54
2017-08-28 23:00:00,347.98,625.53382621,343.03,347.65,344.35
2017-08-29 00:00:00,348.12,390.09911172,346.23,347.47,347.65
2017-08-29 01:00:00,347.78,511.75503560,345.50,346.68,347.37
2017-08-29 02:00:00,348.36,541.76014471,346.00,347.49,346.83
2017-08-29 03:00:00,348.87,680.56911814,345.00,348.29,347.42
2017-08-29 04:00:00,348.62,186.63724715,346.64,348.01,348.30
2017-08-29 05:00:00,349.75,347.93446692,348.06,349.31,348.37
2017-08-29 06:00:00,350.00,185.18994304,348.37,350.00,349.56
2017-08-29 07:00:00,354.28,775.29641139,348.18,353.94,349.99
2017-08-29 08:00:00,354.14,391.75233437,350.47,351.01,354.06
2017-08-29 09:00:00,355.00,504.59574788,351.52,352.88,352.09
2017-08-29 10:00:00,357.10,573.79804524,353.37,357.05,353.37
2017-08-29 11:00:00,367.98,2314.00233039,357.05,363.49,357.05
2017-08-29 12:00:00,367.76,2651.14807814,361.35,364.00,362.45
2017-08-29 13:00:00,364.36,3516.37059594,355.00,359.00,364.36
2017-08-29 14:00:00,363.41,884.21904575,359.00,361.71,359.00
2017-08-29 15:00:00,367.74,1291.13698307,360.00,367.05,361.81
2017-08-29 16:00:00,367.94,968.45566916,362.37,363.48,367.51
2017-08-29 17:00:00,366.65,967.37815240,363.61,366.62,363.61
2017-08-29 18:00:00,371.83,1118.15093521,365.14,371.12,366.38
2017-08-29 19:00:00,373.87,1405.27801630,369.03,371.88,370.87
2017-08-29 20:00:00,372.65,876.98414282,367.81,369.12,371.99
2017-08-29 21:00:00,369.86,701.39706823,366.54,369.62,369.27
2017-08-29 22:00:00,372.81,809.91325677,369.52,372.42,369.52
2017-08-29 23:00:00,375.53,872.43091354,371.32,375.06,372.52
2017-08-30 00:00:00,376.00,801.73499430,373.00,374.05,375.30
2017-08-30 01:00:00,376.55,1039.96314962,371.88,372.37,374.37
2017-08-30 02:00:00,372.12,891.73990447,368.71,370.99,372.12
2017-08-30 03:00:00,374.75,574.82172919,369.75,374.18,370.99
2017-08-30 04:00:00,374.70,664.49521134,373.07,373.94,374.00
2017-08-30 05:00:00,374.40,408.29485640,372.68,374.40,373.78
2017-08-30 06:00:00,380.00,1724.72439090,374.40,379.95,374.40
2017-08-30 07:00:00,384.00,1490.24344433,379.00,383.16,379.87
2017-08-30 08:00:00,390.68,2330.22528892,381.02,383.89,383.16
2017-08-30 09:00:00,385.01,3855.84871862,370.00,378.00,383.92
2017-08-30 10:00:00,380.54,653.99256339,375.73,379.94,378.00
2017-08-30 11:00:00,379.72,5161.47771521,368.71,368.71,378.92
2017-08-30 12:00:00,376.97,2332.06180350,365.00,374.23,369.88
2017-08-30 13:00:00,378.00,3038.91617445,372.90,375.00,372.90
2017-08-30 14:00:00,383.62,2448.03681441,374.99,381.93,375.00
2017-08-30 15:00:00,381.93,2560.56134886,376.27,379.82,381.93
2017-08-30 16:00:00,380.86,641.06792865,375.00,376.52,379.82
2017-08-30 17:00:00,381.49,832.83859791,376.30,381.49,376.52
2017-08-30 18:00:00,384.69,785.00356453,380.50,384.69,381.15
2017-08-30 19:00:00,388.51,1347.30557761,384.00,385.16,384.69
2017-08-30 20:00:00,388.00,332.87948472,383.01,385.22,385.26
2017-08-30 21:00:00,386.00,376.06556248,384.13,384.41,385.41
2017-08-30 22:00:00,386.40,168.55206089,383.60,386.40,384.50
2017-08-30 23:00:00,386.48,511.97200538,380.04,383.22,386.40
2017-08-31 00:00:00,385.90,132.91061552,382.86,385.30,383.23
2017-08-31 01:00:00,386.99,654.41120682,381.86,383.03,385.27
2017-08-31 02:00:00,384.72,301.24141754,381.25,383.14,383.38
2017-08-31 03:00:00,383.73,264.14005735,380.06,380.55,383.14
2017-08-31 04:00:00,384.00,175.02508937,380.05,383.79,380.55
2017-08-31 05:00:00,385.25,367.47699033,383.39,384.72,383.87
2017-08-31 06:00:00,385.25,260.09390181,383.01,383.80,385.10
2017-08-31 07:00:00,384.51,253.40234167,381.31,382.70,383.80
2017-08-31 08:00:00,383.20,200.05544540,381.00,382.29,383.12
2017-08-31 09:00:00,383.25,581.53221269,380.50,381.35,382.19
2017-08-31 10:00:00,382.31,160.25670456,380.09,381.59,381.42
2017-08-31 11:00:00,382.74,313.51687817,380.82,382.00,381.59
2017-08-31 12:00:00,385.25,548.52756214,381.04,384.28,381.99
2017-08-31 13:00:00,385.72,462.23917241,384.10,384.27,384.29
2017-08-31 14:00:00,386.76,845.01076979,384.20,386.25,384.97
2017-08-31 15:00:00,393.00,1973.22378940,385.50,389.15,386.23
2017-08-31 16:00:00,391.50,2543.31597523,388.01,388.03,389.15
2017-08-31 17:00:00,390.36,1108.00343600,385.05,386.00,388.72
2017-08-31 18:00:00,388.00,1177.07834553,386.01,387.00,386.50
2017-08-31 19:00:00,388.00,537.22351279,386.02,387.08,387.04
2017-08-31 20:00:00,388.69,623.59298799,386.02,388.68,387.03
2017-08-31 21:00:00,389.27,771.55397305,384.20,385.69,388.70
2017-08-31 22:00:00,387.89,255.02520236,384.57,387.62,385.72
2017-08-31 23:00:00,389.15,738.28499970,387.10,388.00,387.62
2017-09-01 00:00:00,388.66,347.96334019,387.00,387.12,388.34
2017-09-01 01:00:00,388.05,637.59919188,385.22,388.00,388.04
2017-09-01 02:00:00,391.29,1639.87010597,385.92,391.29,387.98
2017-09-01 03:00:00,396.00,1091.28045262,390.53,394.03,391.28
2017-09-01 04:00:00,394.02,493.39470514,391.38,393.50,394.02
2017-09-01 05:00:00,395.35,498.17930299,384.29,394.00,392.68
2017-09-01 06:00:00,394.48,234.13293237,388.00,390.00,394.26
2017-09-01 07:00:00,393.91,776.51028315,387.37,387.93,389.62
2017-09-01 08:00:00,389.00,753.00783008,384.20,386.11,387.02
2017-09-01 09:00:00,391.43,833.33711808,386.18,391.42,387.18
2017-09-01 10:00:00,394.59,531.99085997,390.54,391.81,391.37
2017-09-01 11:00:00,395.00,527.85496387,390.87,392.94,391.81
2017-09-01 12:00:00,394.09,841.58194348,390.16,391.95,392.94
2017-09-01 13:00:00,392.50,476.28362122,390.20,392.15,391.87
2017-09-01 14:00:00,394.95,713.66217442,391.41,394.37,392.15
2017-09-01 15:00:00,395.00,1690.32627311,393.00,393.61,393.91
2017-09-01 16:00:00,394.47,1204.06207421,390.01,391.76,393.61
2017-09-01 17:00:00,393.50,578.79181140,391.08,393.42,391.57
2017-09-01 18:00:00,393.40,588.55727993,390.50,391.99,393.32
2017-09-01 19:00:00,394.97,1143.38180596,391.99,394.00,391.99
2017-09-01 20:00:00,394.97,2233.88681136,390.10,391.93,394.00
2017-09-01 21:00:00,392.94,963.37347204,390.00,390.66,391.92
2017-09-01 22:00:00,392.56,1039.98437030,390.00,390.95,390.66
2017-09-01 23:00:00,392.33,515.95175549,390.00,390.00,391.19
2017-09-02 00:00:00,391.59,1578.61293478,388.64,390.86,390.71
2017-09-02 01:00:00,391.50,708.41543986,388.64,390.00,390.75
2017-09-02 02:00:00,392.45,671.17715213,388.20,388.21,390.33
2017-09-02 03:00:00,389.34,1247.17123631,384.20,388.15,388.21
2017-09-02 04:00:00,388.33,998.27130780,381.25,386.85,388.04
2017-09-02 05:00:00,387.00,2124.25950436,375.00,378.52,386.08
2017-09-02 06:00:00,382.58,432.81128658,377.79,379.04,378.53
2017-09-02 07:00:00,380.00,2339.84838923,352.00,357.40,379.10
2017-09-02 08:00:00,369.98,4041.19807486,357.13,369.48,358.59
2017-09-02 09:00:00,379.91,1338.60999382,365.00,368.87,369.46
2017-09-02 10:00:00,370.67,916.96544094,357.00,365.99,368.94
2017-09-02 11:00:00,367.54,1256.17248618,351.80,356.22,365.99
2017-09-02 12:00:00,365.00,1237.60297067,353.00,363.14,356.21
2017-09-02 13:00:00,365.40,654.88453395,360.00,362.52,363.24
2017-09-02 14:00:00,364.91,653.44410895,353.01,358.50,362.45
2017-09-02 15:00:00,361.98,644.86248876,355.21,357.12,358.57
2017-09-02 16:00:00,359.00,3480.83123622,327.00,344.97,357.72
2017-09-02 17:00:00,355.00,2028.57868762,334.01,352.00,344.07
2017-09-02 18:00:00,352.62,846.08453039,340.47,342.24,352.24
2017-09-02 19:00:00,349.88,754.46203759,340.50,348.16,342.24
2017-09-02 20:00:00,351.00,437.44209084,346.00,349.94,348.97
2017-09-02 21:00:00,349.95,552.81084454,339.88,345.14,348.69
2017-09-02 22:00:00,346.05,345.14500387,335.00,337.49,345.14
2017-09-02 23:00:00,338.52,911.62432047,330.00,331.99,337.24
2017-09-03 00:00:00,348.99,1260.40047741,331.00,337.68,331.98
2017-09-03 01:00:00,351.50,522.07604029,336.99,351.50,336.99
2017-09-03 02:00:00,359.39,586.74716413,350.00,351.08,351.47
2017-09-03 03:00:00,359.00,264.74067059,350.01,352.58,354.00
